date,event,violent_or_natural,cause,deaths_per_day,over_average_estimated_deaths_that_day,daily_average_deaths,estimated_total_deaths_annually,estimated_mortality_rate_for_year,estimated_total_population,source_links
10/19/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1966
10/20/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1967
10/21/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1968
10/22/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1969
10/23/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1970
10/24/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1971
10/25/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1972
10/26/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1973
10/27/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1974
10/28/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1975
10/29/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1976
10/30/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1977
10/31/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1978
11/1/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1979
11/2/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1980
11/3/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1981
11/4/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1982
11/5/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1983
11/6/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1984
11/7/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1985
11/8/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1986
11/9/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1987
11/10/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1988
11/11/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1989
11/12/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1990
11/13/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1991
11/14/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1992
11/15/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1993
11/16/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1994
11/17/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1995
11/18/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1996
11/19/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1997
11/20/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1998
11/21/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1999
11/22/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2000
11/23/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2001
11/24/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2002
11/25/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2003
11/26/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2004
11/27/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2005
11/28/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2006
11/29/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2007
11/30/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2008
12/1/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2009
12/2/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2010
12/3/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2011
12/4/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2012
12/5/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2013
12/6/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2014
12/7/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2015
12/8/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2016
12/9/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2017
12/10/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2018
12/11/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2019
12/12/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2020
12/13/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2021
12/14/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2022
12/15/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2023
12/16/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2024
12/17/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2025
12/18/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2026
12/19/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2027
12/20/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2028
12/21/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2029
12/22/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2030
12/23/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2031
12/24/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2032
12/25/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2033
12/26/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2034
12/27/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2035
12/28/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2036
12/29/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2037
12/30/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2038
12/31/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_2038
12/7/1941,Attack on Pearl Harbor,violent,War,2467,-1189.563534,3656.563534,1334645.69,0.01,"133,464,569",https://en.wikipedia.org/wiki/Attack_on_Pearl_Harbor
6/6/1944,D-day,violent,War,2500,-1291.780822,3791.780822,1384000,0.01,"138,400,000",https://en.wikipedia.org/wiki/Normandy_landings
9/12/1918,Battle of Saint-Mihiel,violent,War,1125,-1696.917808,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Battle_of_Saint-Mihiel
9/13/1918,Battle of Saint-Mihiel,violent,War,1125,-1696.917808,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Battle_of_Saint-Mihiel
9/14/1918,Battle of Saint-Mihiel,violent,War,1125,-1696.917808,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Battle_of_Saint-Mihiel
9/15/1918,Battle of Saint-Mihiel,violent,War,1125,-1696.917808,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Battle_of_Saint-Mihiel
4/15/2020,COVID-19 Pandemic,nonviolent,Pandemic,6489,-2503.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
10/23/1944,Battle of Leyte Gulf,violent,War,933,-2858.780822,3791.780822,1384000,0.01,"138,400,000",https://en.wikipedia.org/wiki/Battle_of_Leyte_Gulf
10/24/1944,Battle of Leyte Gulf,violent,War,933,-2858.780822,3791.780822,1384000,0.01,"138,400,000",https://en.wikipedia.org/wiki/Battle_of_Leyte_Gulf
10/25/1944,Battle of Leyte Gulf,violent,War,933,-2858.780822,3791.780822,1384000,0.01,"138,400,000",https://en.wikipedia.org/wiki/Battle_of_Leyte_Gulf
9/11/2001,September 11th Terrorist Attacks,violent,Terrorism,2996,-4811.36863,7807.36863,2849689.55,0.01,284968955,https://en.wikipedia.org/wiki/September_11_attacks
12/9/2020,COVID-19 Pandemic,nonviolent,Pandemic,3411,-5581.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/6/2020,COVID-19 Pandemic,nonviolent,Pandemic,3156,-5836.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
9/19/2017,Hurricane Maria,nonviolent,Natural Disaster,2975,-5931.431671,8906.431671,3250847.56,0.01,"325,084,756",https://en.wikipedia.org/wiki/Hurricane_Maria
12/11/2020,COVID-19 Pandemic,nonviolent,Pandemic,3013,-5979.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
12/3/2020,COVID-19 Pandemic,nonviolent,Pandemic,2861,-6131.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/21/2020,COVID-19 Pandemic,nonviolent,Pandemic,2819,-6173.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
12/2/2020,COVID-19 Pandemic,nonviolent,Pandemic,2762,-6230.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
12/10/2020,COVID-19 Pandemic,nonviolent,Pandemic,2760,-6232.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/20/2020,COVID-19 Pandemic,nonviolent,Pandemic,2673,-6319.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
12/8/2020,COVID-19 Pandemic,nonviolent,Pandemic,2566,-6426.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/29/2020,COVID-19 Pandemic,nonviolent,Pandemic,2552,-6440.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
6/25/2020,COVID-19 Pandemic,nonviolent,Pandemic,2516,-6476.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
12/1/2020,COVID-19 Pandemic,nonviolent,Pandemic,2461,-6531.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
5/5/2020,COVID-19 Pandemic,nonviolent,Pandemic,2440,-6552.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
12/4/2020,COVID-19 Pandemic,nonviolent,Pandemic,2439,-6553.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/23/2020,COVID-19 Pandemic,nonviolent,Pandemic,2437,-6555.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/17/2020,COVID-19 Pandemic,nonviolent,Pandemic,2394,-6598.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
5/6/2020,COVID-19 Pandemic,nonviolent,Pandemic,2366,-6626.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/30/2020,COVID-19 Pandemic,nonviolent,Pandemic,2349,-6643.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/14/2020,COVID-19 Pandemic,nonviolent,Pandemic,2330,-6662.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
12/5/2020,COVID-19 Pandemic,nonviolent,Pandemic,2310,-6682.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
5/7/2020,COVID-19 Pandemic,nonviolent,Pandemic,2309,-6683.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
12/12/2020,COVID-19 Pandemic,nonviolent,Pandemic,2283,-6709.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
11/25/2020,COVID-19 Pandemic,nonviolent,Pandemic,2271,-6721.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/9/2020,COVID-19 Pandemic,nonviolent,Pandemic,2270,-6722.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/28/2020,COVID-19 Pandemic,nonviolent,Pandemic,2247,-6745.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
11/19/2020,COVID-19 Pandemic,nonviolent,Pandemic,2045,-6947.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
5/14/2020,COVID-19 Pandemic,nonviolent,Pandemic,2043,-6949.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/25/2020,COVID-19 Pandemic,nonviolent,Pandemic,2020,-6972.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
11/24/2020,COVID-19 Pandemic,nonviolent,Pandemic,1989,-7003.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/16/2020,COVID-19 Pandemic,nonviolent,Pandemic,1978,-7014.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/8/2020,COVID-19 Pandemic,nonviolent,Pandemic,1929,-7063.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/11/2020,COVID-19 Pandemic,nonviolent,Pandemic,1927,-7065.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
11/20/2020,COVID-19 Pandemic,nonviolent,Pandemic,1885,-7107.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/19/2020,COVID-19 Pandemic,nonviolent,Pandemic,1881,-7111.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
5/1/2020,COVID-19 Pandemic,nonviolent,Pandemic,1877,-7115.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
11/10/2020,COVID-19 Pandemic,nonviolent,Pandemic,1859,-7133.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
5/22/2020,COVID-19 Pandemic,nonviolent,Pandemic,1852,-7140.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
11/18/2020,COVID-19 Pandemic,nonviolent,Pandemic,1836,-7156.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
4/22/2020,COVID-19 Pandemic,nonviolent,Pandemic,1804,-7188.863644,8992.863644,3282395.23,0.01,"328,239,523","https://github.com/nytimes/covid-19-data/blob/master/excess-deaths/deaths.csv, https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendsdeaths"
